feature_index,SPI-1,SPI-2,ks_statistic,n_MackeyGlass,n_VAR(1)-Unidirectional
1861,prec-sq_GraphicalLasso,tlmi_gaussian,0.7751984391722535,96,96
1862,prec-sq_GraphicalLasso,tlmi_kraskov_NN-4,0.15321592731114828,96,96
1863,prec-sq_GraphicalLasso,tlmi_kraskov_NN-4_DCE,0.18534870291036826,96,96
1864,prec-sq_GraphicalLasso,tlmi_kernel_W-0.25,0.406277733371828,96,96
1865,prec-sq_GraphicalLasso,te_kraskov_NN-4_k-max-10_tau-max-4,0.5643787866800879,96,96
1866,prec-sq_GraphicalLasso,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.42285548678458607,96,96
1867,prec-sq_GraphicalLasso,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.39664839017774334,96,96
1868,prec-sq_GraphicalLasso,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.4842320801579643,96,96
1869,prec-sq_GraphicalLasso,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.11478279489825333,96,96
1870,prec-sq_GraphicalLasso,te_kernel_W-0.25_k-1,0.5354702349527243,96,96
1871,prec-sq_GraphicalLasso,gc_gaussian_k-max-10_tau-max-2,1.0,96,96
1872,prec-sq_GraphicalLasso,gc_gaussian_k-1_kt-1_l-1_lt-1,0.48224608742222586,96,96
1873,prec-sq_GraphicalLasso,te_symbolic_k-1_kt-1_l-1_lt-1,0.48224608742222586,96,96
1874,prec-sq_GraphicalLasso,te_symbolic_k-10_kt-1_l-1_lt-1,1.0,96,96
1875,prec-sq_GraphicalLasso,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.09375,96,96
1876,prec-sq_GraphicalLasso,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.15625,96,96
1877,prec-sq_GraphicalLasso,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.08333333333333333,96,96
1878,prec-sq_GraphicalLasso,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.12605990601120623,96,96
1879,prec-sq_GraphicalLasso,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.10914229944516962,96,96
1880,prec-sq_GraphicalLasso,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.13848527073713532,96,96
1881,prec-sq_GraphicalLasso,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.10747017091110958,96,96
1882,prec-sq_GraphicalLasso,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.10337669807348782,96,96
1883,prec-sq_GraphicalLasso,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.11830402242778781,96,96
1884,prec-sq_GraphicalLasso,pec,0.14329978788252984,96,96
1885,prec-sq_GraphicalLasso,pec_orth,0.34829721795172625,96,96
1886,prec-sq_GraphicalLasso,pec_log,0.11334941488037986,96,96
1887,prec-sq_GraphicalLasso,pec_orth_log,0.29683611134609944,96,96
1888,prec-sq_GraphicalLasso,pec_orth_abs,0.24730977222574374,96,96
1889,prec-sq_GraphicalLasso,pec_orth_log_abs,0.14007871361186292,96,96
1890,prec-sq_GraphicalLassoCV,prec-sq_LedoitWolf,0.6223961885041583,96,96
1891,prec-sq_GraphicalLassoCV,prec-sq_MinCovDet,0.9240570231640447,96,96
1892,prec-sq_GraphicalLassoCV,prec-sq_OAS,0.5970232195086942,96,96
1893,prec-sq_GraphicalLassoCV,prec-sq_ShrunkCovariance,0.34830479729580627,96,96
1894,prec-sq_GraphicalLassoCV,spearmanr-sq,0.1560116408374755,96,96
1895,prec-sq_GraphicalLassoCV,spearmanr,0.21509714334040952,96,96
1896,prec-sq_GraphicalLassoCV,kendalltau-sq,0.15944095880129394,96,96
1897,prec-sq_GraphicalLassoCV,kendalltau,0.21338741755395374,96,96
1898,prec-sq_GraphicalLassoCV,xcorr_max_sig-True,0.1988808377566592,96,96
1899,prec-sq_GraphicalLassoCV,xcorr-sq_max_sig-True,0.22166459285701223,96,96
1900,prec-sq_GraphicalLassoCV,xcorr_mean_sig-True,0.18079483423561518,96,96
1901,prec-sq_GraphicalLassoCV,xcorr-sq_mean_sig-True,0.33228784216716,96,96
1902,prec-sq_GraphicalLassoCV,xcorr_mean_sig-False,0.039315757502659254,96,96
1903,prec-sq_GraphicalLassoCV,xcorr-sq_mean_sig-False,0.36517282432792764,96,96
1904,prec-sq_GraphicalLassoCV,pdist_euclidean,0.21607130430598226,96,96
1905,prec-sq_GraphicalLassoCV,pdist_cityblock,0.2211745545553405,96,96
1906,prec-sq_GraphicalLassoCV,pdist_cosine,0.21607130430598226,96,96
1907,prec-sq_GraphicalLassoCV,pdist_chebyshev,0.5122579355098833,96,96
1908,prec-sq_GraphicalLassoCV,pdist_canberra,0.22550807528501918,96,96
1909,prec-sq_GraphicalLassoCV,pdist_braycurtis,0.21899043858322467,96,96
1910,prec-sq_GraphicalLassoCV,di_gaussian,1.0,96,96
1911,prec-sq_GraphicalLassoCV,di_kozachenko,0.636224157630976,96,96
1912,prec-sq_GraphicalLassoCV,di_kernel_W-0.5,0.9173547481057989,96,96
1913,prec-sq_GraphicalLassoCV,mi_gaussian,0.18197793243068333,96,96
1914,prec-sq_GraphicalLassoCV,mi_kraskov_NN-4,0.6900845002805585,96,96
1915,prec-sq_GraphicalLassoCV,mi_kraskov_NN-4_DCE,0.7205933634649194,96,96
1916,prec-sq_GraphicalLassoCV,mi_kernel_W-0.25,0.616431551795822,96,96
1917,prec-sq_GraphicalLassoCV,tlmi_gaussian,0.3233275865034442,96,96
1918,prec-sq_GraphicalLassoCV,tlmi_kraskov_NN-4,0.720267550870169,96,96
1919,prec-sq_GraphicalLassoCV,tlmi_kraskov_NN-4_DCE,0.7099021310056834,96,96
1920,prec-sq_GraphicalLassoCV,tlmi_kernel_W-0.25,0.6036737043997399,96,96
1921,prec-sq_GraphicalLassoCV,te_kraskov_NN-4_k-max-10_tau-max-4,0.4281126910398194,96,96
1922,prec-sq_GraphicalLassoCV,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.29120546483857,96,96
1923,prec-sq_GraphicalLassoCV,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.27227221734004886,96,96
1924,prec-sq_GraphicalLassoCV,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.30749092624129004,96,96
1925,prec-sq_GraphicalLassoCV,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.3570901894541219,96,96
1926,prec-sq_GraphicalLassoCV,te_kernel_W-0.25_k-1,0.4253894572663901,96,96
1927,prec-sq_GraphicalLassoCV,gc_gaussian_k-max-10_tau-max-2,1.0,96,96
1928,prec-sq_GraphicalLassoCV,gc_gaussian_k-1_kt-1_l-1_lt-1,0.48724461019224047,96,96
1929,prec-sq_GraphicalLassoCV,te_symbolic_k-1_kt-1_l-1_lt-1,0.48724461019224047,96,96
1930,prec-sq_GraphicalLassoCV,te_symbolic_k-10_kt-1_l-1_lt-1,1.0,96,96
1931,prec-sq_GraphicalLassoCV,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.14583333333333334,96,96
1932,prec-sq_GraphicalLassoCV,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.19791666666666666,96,96
1933,prec-sq_GraphicalLassoCV,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.1875,96,96
1934,prec-sq_GraphicalLassoCV,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.1351023754999503,96,96
1935,prec-sq_GraphicalLassoCV,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.1462826083590537,96,96
1936,prec-sq_GraphicalLassoCV,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.15354670020037664,96,96
1937,prec-sq_GraphicalLassoCV,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.14280843542324673,96,96
1938,prec-sq_GraphicalLassoCV,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.1527065345867099,96,96
1939,prec-sq_GraphicalLassoCV,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.14430062381336706,96,96
1940,prec-sq_GraphicalLassoCV,pec,0.43346784753426465,96,96
1941,prec-sq_GraphicalLassoCV,pec_orth,0.4401205007266631,96,96
1942,prec-sq_GraphicalLassoCV,pec_log,0.5178806538297507,96,96
1943,prec-sq_GraphicalLassoCV,pec_orth_log,0.3806390632003195,96,96
1944,prec-sq_GraphicalLassoCV,pec_orth_abs,0.3143925608980256,96,96
1945,prec-sq_GraphicalLassoCV,pec_orth_log_abs,0.2525762302912026,96,96
1946,prec-sq_LedoitWolf,prec-sq_MinCovDet,0.9640228887138057,96,96
1947,prec-sq_LedoitWolf,prec-sq_OAS,0.9970342221232046,96,96
1948,prec-sq_LedoitWolf,prec-sq_ShrunkCovariance,0.9911131271736332,96,96
1949,prec-sq_LedoitWolf,spearmanr-sq,0.47701203862879693,96,96
1950,prec-sq_LedoitWolf,spearmanr,0.26408790809230187,96,96
1951,prec-sq_LedoitWolf,kendalltau-sq,0.4847664297523494,96,96
1952,prec-sq_LedoitWolf,kendalltau,0.2594773543935774,96,96
1953,prec-sq_LedoitWolf,xcorr_max_sig-True,0.15696522512725777,96,96
1954,prec-sq_LedoitWolf,xcorr-sq_max_sig-True,0.16357510753347893,96,96
1955,prec-sq_LedoitWolf,xcorr_mean_sig-True,0.116981989093769,96,96
1956,prec-sq_LedoitWolf,xcorr-sq_mean_sig-True,0.2814677925643253,96,96
1957,prec-sq_LedoitWolf,xcorr_mean_sig-False,0.11771850583426013,96,96
1958,prec-sq_LedoitWolf,xcorr-sq_mean_sig-False,0.2879590564329608,96,96
1959,prec-sq_LedoitWolf,pdist_euclidean,0.27927713076560895,96,96
1960,prec-sq_LedoitWolf,pdist_cityblock,0.25210688467015746,96,96
1961,prec-sq_LedoitWolf,pdist_cosine,0.27927713076560895,96,96
1962,prec-sq_LedoitWolf,pdist_chebyshev,0.5915084896791248,96,96
1963,prec-sq_LedoitWolf,pdist_canberra,0.20973948175170343,96,96
1964,prec-sq_LedoitWolf,pdist_braycurtis,0.2668683589649572,96,96
1965,prec-sq_LedoitWolf,di_gaussian,1.0,96,96
1966,prec-sq_LedoitWolf,di_kozachenko,0.4338172914364128,96,96
1967,prec-sq_LedoitWolf,di_kernel_W-0.5,0.692327481606993,96,96
1968,prec-sq_LedoitWolf,mi_gaussian,0.523421485635453,96,96
1969,prec-sq_LedoitWolf,mi_kraskov_NN-4,0.4044040701021692,96,96
1970,prec-sq_LedoitWolf,mi_kraskov_NN-4_DCE,0.4699864186424195,96,96
1971,prec-sq_LedoitWolf,mi_kernel_W-0.25,0.2692482858659646,96,96
1972,prec-sq_LedoitWolf,tlmi_gaussian,0.23450509158808153,96,96
1973,prec-sq_LedoitWolf,tlmi_kraskov_NN-4,0.5622557762270632,96,96
1974,prec-sq_LedoitWolf,tlmi_kraskov_NN-4_DCE,0.5027312745198336,96,96
1975,prec-sq_LedoitWolf,tlmi_kernel_W-0.25,0.23211720736848873,96,96
1976,prec-sq_LedoitWolf,te_kraskov_NN-4_k-max-10_tau-max-4,0.197819572769803,96,96
1977,prec-sq_LedoitWolf,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.39167450948710314,96,96
1978,prec-sq_LedoitWolf,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.3688457515139975,96,96
1979,prec-sq_LedoitWolf,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.44784052146657216,96,96
1980,prec-sq_LedoitWolf,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.4239347119102574,96,96
1981,prec-sq_LedoitWolf,te_kernel_W-0.25_k-1,0.30086759059801904,96,96
1982,prec-sq_LedoitWolf,gc_gaussian_k-max-10_tau-max-2,1.0,96,96
1983,prec-sq_LedoitWolf,gc_gaussian_k-1_kt-1_l-1_lt-1,0.25713081246241776,96,96
1984,prec-sq_LedoitWolf,te_symbolic_k-1_kt-1_l-1_lt-1,0.25713081246241776,96,96
1985,prec-sq_LedoitWolf,te_symbolic_k-10_kt-1_l-1_lt-1,1.0,96,96
1986,prec-sq_LedoitWolf,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.10416666666666667,96,96
1987,prec-sq_LedoitWolf,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.10416666666666667,96,96
1988,prec-sq_LedoitWolf,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09375,96,96
1989,prec-sq_LedoitWolf,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.07434017895649236,96,96
1990,prec-sq_LedoitWolf,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.09796670663107365,96,96
1991,prec-sq_LedoitWolf,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.10079320764531552,96,96
1992,prec-sq_LedoitWolf,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.09370818012049331,96,96
1993,prec-sq_LedoitWolf,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.1027011812501103,96,96
1994,prec-sq_LedoitWolf,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.0963175954514861,96,96
1995,prec-sq_LedoitWolf,pec,0.41792222227578285,96,96
1996,prec-sq_LedoitWolf,pec_orth,0.25422828353000304,96,96
1997,prec-sq_LedoitWolf,pec_log,0.4822912410973704,96,96
1998,prec-sq_LedoitWolf,pec_orth_log,0.19596672917297506,96,96
1999,prec-sq_LedoitWolf,pec_orth_abs,0.1875389414867123,96,96
2000,prec-sq_LedoitWolf,pec_orth_log_abs,0.10596857130976392,96,96
2001,prec-sq_MinCovDet,prec-sq_OAS,0.9700651646234678,96,96
2002,prec-sq_MinCovDet,prec-sq_ShrunkCovariance,0.9778951245518411,96,96
2003,prec-sq_MinCovDet,spearmanr-sq,0.7875556346790167,96,96
2004,prec-sq_MinCovDet,spearmanr,0.20077343806457093,96,96
2005,prec-sq_MinCovDet,kendalltau-sq,0.789394221755766,96,96
2006,prec-sq_MinCovDet,kendalltau,0.20149595900729594,96,96
2007,prec-sq_MinCovDet,xcorr_max_sig-True,0.3638762097087076,96,96
2008,prec-sq_MinCovDet,xcorr-sq_max_sig-True,0.37019303778986923,96,96
2009,prec-sq_MinCovDet,xcorr_mean_sig-True,0.3406100773719743,96,96
2010,prec-sq_MinCovDet,xcorr-sq_mean_sig-True,0.5235680379910224,96,96
2011,prec-sq_MinCovDet,xcorr_mean_sig-False,0.25596488217521784,96,96
2012,prec-sq_MinCovDet,xcorr-sq_mean_sig-False,0.4831406581091343,96,96
2013,prec-sq_MinCovDet,pdist_euclidean,0.19985896816426152,96,96
2014,prec-sq_MinCovDet,pdist_cityblock,0.21092251872780476,96,96
2015,prec-sq_MinCovDet,pdist_cosine,0.19985896816426152,96,96
2016,prec-sq_MinCovDet,pdist_chebyshev,0.09626648389736742,96,96
2017,prec-sq_MinCovDet,pdist_canberra,0.20836265441044788,96,96
2018,prec-sq_MinCovDet,pdist_braycurtis,0.19222819841601058,96,96
2019,prec-sq_MinCovDet,di_gaussian,1.0,96,96
2020,prec-sq_MinCovDet,di_kozachenko,0.18850364297528155,96,96
2021,prec-sq_MinCovDet,di_kernel_W-0.5,0.3272297311991772,96,96
2022,prec-sq_MinCovDet,mi_gaussian,0.7847790647268634,96,96
2023,prec-sq_MinCovDet,mi_kraskov_NN-4,0.0855340940784062,96,96
2024,prec-sq_MinCovDet,mi_kraskov_NN-4_DCE,0.10090362677969042,96,96
2025,prec-sq_MinCovDet,mi_kernel_W-0.25,0.21547293070010515,96,96
2026,prec-sq_MinCovDet,tlmi_gaussian,0.5870675864915853,96,96
2027,prec-sq_MinCovDet,tlmi_kraskov_NN-4,0.2943568169691386,96,96
2028,prec-sq_MinCovDet,tlmi_kraskov_NN-4_DCE,0.15221520346893158,96,96
2029,prec-sq_MinCovDet,tlmi_kernel_W-0.25,0.11552205146710065,96,96
2030,prec-sq_MinCovDet,te_kraskov_NN-4_k-max-10_tau-max-4,0.17503168588830964,96,96
2031,prec-sq_MinCovDet,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.5588167975598253,96,96
2032,prec-sq_MinCovDet,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.5727861336686724,96,96
2033,prec-sq_MinCovDet,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.6181030927446737,96,96
2034,prec-sq_MinCovDet,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.38433190409912776,96,96
2035,prec-sq_MinCovDet,te_kernel_W-0.25_k-1,0.3184918466384665,96,96
2036,prec-sq_MinCovDet,gc_gaussian_k-max-10_tau-max-2,1.0,96,96
2037,prec-sq_MinCovDet,gc_gaussian_k-1_kt-1_l-1_lt-1,0.3053649798524583,96,96
2038,prec-sq_MinCovDet,te_symbolic_k-1_kt-1_l-1_lt-1,0.3053649798524583,96,96
2039,prec-sq_MinCovDet,te_symbolic_k-10_kt-1_l-1_lt-1,1.0,96,96
2040,prec-sq_MinCovDet,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.125,96,96
2041,prec-sq_MinCovDet,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.07291666666666667,96,96
2042,prec-sq_MinCovDet,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.16666666666666666,96,96
2043,prec-sq_MinCovDet,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.14433145700637973,96,96
2044,prec-sq_MinCovDet,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.1291008339645735,96,96
2045,prec-sq_MinCovDet,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.14673876383874718,96,96
2046,prec-sq_MinCovDet,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.14737123083150439,96,96
2047,prec-sq_MinCovDet,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.13893508499577856,96,96
2048,prec-sq_MinCovDet,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.16029040928815674,96,96
2049,prec-sq_MinCovDet,pec,0.22305792379540176,96,96
2050,prec-sq_MinCovDet,pec_orth,0.33152149451979834,96,96
2051,prec-sq_MinCovDet,pec_log,0.14743669153053401,96,96
2052,prec-sq_MinCovDet,pec_orth_log,0.29324127772013225,96,96
2053,prec-sq_MinCovDet,pec_orth_abs,0.27065958652336664,96,96
2054,prec-sq_MinCovDet,pec_orth_log_abs,0.1928211399407216,96,96
2055,prec-sq_OAS,prec-sq_ShrunkCovariance,0.9899825407394428,96,96
2056,prec-sq_OAS,spearmanr-sq,0.4614374161538808,96,96
2057,prec-sq_OAS,spearmanr,0.2791728137479573,96,96
2058,prec-sq_OAS,kendalltau-sq,0.4639401386302313,96,96
2059,prec-sq_OAS,kendalltau,0.27605558108927236,96,96
2060,prec-sq_OAS,xcorr_max_sig-True,0.16389397364667868,96,96
2061,prec-sq_OAS,xcorr-sq_max_sig-True,0.17294088449774508,96,96
2062,prec-sq_OAS,xcorr_mean_sig-True,0.1125579307525757,96,96
2063,prec-sq_OAS,xcorr-sq_mean_sig-True,0.27814764717768375,96,96
2064,prec-sq_OAS,xcorr_mean_sig-False,0.10960863783386776,96,96
2065,prec-sq_OAS,xcorr-sq_mean_sig-False,0.28481983499652486,96,96
2066,prec-sq_OAS,pdist_euclidean,0.29414957787980184,96,96
2067,prec-sq_OAS,pdist_cityblock,0.2692442810480346,96,96
2068,prec-sq_OAS,pdist_cosine,0.29414957787980184,96,96
2069,prec-sq_OAS,pdist_chebyshev,0.6035716178322817,96,96
2070,prec-sq_OAS,pdist_canberra,0.2261795873494183,96,96
2071,prec-sq_OAS,pdist_braycurtis,0.2846391146313944,96,96
2072,prec-sq_OAS,di_gaussian,1.0,96,96
2073,prec-sq_OAS,di_kozachenko,0.4342858715119373,96,96
2074,prec-sq_OAS,di_kernel_W-0.5,0.6944406139798025,96,96
2075,prec-sq_OAS,mi_gaussian,0.5069192177746491,96,96
2076,prec-sq_OAS,mi_kraskov_NN-4,0.4102664584914127,96,96
2077,prec-sq_OAS,mi_kraskov_NN-4_DCE,0.48191623550934487,96,96
2078,prec-sq_OAS,mi_kernel_W-0.25,0.29107598743484425,96,96
2079,prec-sq_OAS,tlmi_gaussian,0.2484713178842548,96,96
2080,prec-sq_OAS,tlmi_kraskov_NN-4,0.5594264853592243,96,96
2081,prec-sq_OAS,tlmi_kraskov_NN-4_DCE,0.5012864662449195,96,96
2082,prec-sq_OAS,tlmi_kernel_W-0.25,0.23338475278022652,96,96
2083,prec-sq_OAS,te_kraskov_NN-4_k-max-10_tau-max-4,0.1966957616610529,96,96
2084,prec-sq_OAS,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.3821474333365765,96,96
2085,prec-sq_OAS,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.3577835380018557,96,96
2086,prec-sq_OAS,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.44567685286978664,96,96
2087,prec-sq_OAS,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.43222705283453255,96,96
2088,prec-sq_OAS,te_kernel_W-0.25_k-1,0.3023446800170686,96,96
2089,prec-sq_OAS,gc_gaussian_k-max-10_tau-max-2,1.0,96,96
2090,prec-sq_OAS,gc_gaussian_k-1_kt-1_l-1_lt-1,0.27324661630907066,96,96
2091,prec-sq_OAS,te_symbolic_k-1_kt-1_l-1_lt-1,0.27324661630907066,96,96
2092,prec-sq_OAS,te_symbolic_k-10_kt-1_l-1_lt-1,1.0,96,96
2093,prec-sq_OAS,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.08333333333333333,96,96
2094,prec-sq_OAS,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.14583333333333334,96,96
2095,prec-sq_OAS,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.10416666666666667,96,96
2096,prec-sq_OAS,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.08002709998320823,96,96
2097,prec-sq_OAS,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.11146115362432985,96,96
2098,prec-sq_OAS,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.10590843131713157,96,96
2099,prec-sq_OAS,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.09962876105478524,96,96
2100,prec-sq_OAS,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.1161077260221961,96,96
2101,prec-sq_OAS,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.10038646752035585,96,96
2102,prec-sq_OAS,pec,0.4278508736408453,96,96
2103,prec-sq_OAS,pec_orth,0.2546459608004846,96,96
2104,prec-sq_OAS,pec_log,0.4859160645312969,96,96
2105,prec-sq_OAS,pec_orth_log,0.19913434587187523,96,96
2106,prec-sq_OAS,pec_orth_abs,0.17748457868394024,96,96
2107,prec-sq_OAS,pec_orth_log_abs,0.11141786093487818,96,96
2108,prec-sq_ShrunkCovariance,spearmanr-sq,0.32894886200649753,96,96
2109,prec-sq_ShrunkCovariance,spearmanr,0.34511618001172295,96,96
2110,prec-sq_ShrunkCovariance,kendalltau-sq,0.32731652523507293,96,96
2111,prec-sq_ShrunkCovariance,kendalltau,0.3403103688213901,96,96
2112,prec-sq_ShrunkCovariance,xcorr_max_sig-True,0.23309204412128248,96,96
2113,prec-sq_ShrunkCovariance,xcorr-sq_max_sig-True,0.23895834297770863,96,96
2114,prec-sq_ShrunkCovariance,xcorr_mean_sig-True,0.18243514946871153,96,96
2115,prec-sq_ShrunkCovariance,xcorr-sq_mean_sig-True,0.27252087796376523,96,96
2116,prec-sq_ShrunkCovariance,xcorr_mean_sig-False,0.10053571395194172,96,96
2117,prec-sq_ShrunkCovariance,xcorr-sq_mean_sig-False,0.19006727816272231,96,96
2118,prec-sq_ShrunkCovariance,pdist_euclidean,0.35581243594929984,96,96
2119,prec-sq_ShrunkCovariance,pdist_cityblock,0.34277507668533747,96,96
2120,prec-sq_ShrunkCovariance,pdist_cosine,0.35581243594929984,96,96
2121,prec-sq_ShrunkCovariance,pdist_chebyshev,0.6450372006937293,96,96
2122,prec-sq_ShrunkCovariance,pdist_canberra,0.3160177993190748,96,96
2123,prec-sq_ShrunkCovariance,pdist_braycurtis,0.35069075994289806,96,96
2124,prec-sq_ShrunkCovariance,di_gaussian,1.0,96,96
2125,prec-sq_ShrunkCovariance,di_kozachenko,0.515227520536973,96,96
2126,prec-sq_ShrunkCovariance,di_kernel_W-0.5,0.7455015079453836,96,96
2127,prec-sq_ShrunkCovariance,mi_gaussian,0.3856846612968961,96,96
2128,prec-sq_ShrunkCovariance,mi_kraskov_NN-4,0.5059386848653472,96,96
2129,prec-sq_ShrunkCovariance,mi_kraskov_NN-4_DCE,0.5370339806361776,96,96
2130,prec-sq_ShrunkCovariance,mi_kernel_W-0.25,0.3985147140796467,96,96
2131,prec-sq_ShrunkCovariance,tlmi_gaussian,0.17641191998480393,96,96
2132,prec-sq_ShrunkCovariance,tlmi_kraskov_NN-4,0.6301452522632917,96,96
2133,prec-sq_ShrunkCovariance,tlmi_kraskov_NN-4_DCE,0.5346021233303816,96,96
2134,prec-sq_ShrunkCovariance,tlmi_kernel_W-0.25,0.343014958207378,96,96
2135,prec-sq_ShrunkCovariance,te_kraskov_NN-4_k-max-10_tau-max-4,0.21952934627179513,96,96
2136,prec-sq_ShrunkCovariance,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.3881086854930602,96,96
2137,prec-sq_ShrunkCovariance,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.35160473159758376,96,96
2138,prec-sq_ShrunkCovariance,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.4588366341347251,96,96
2139,prec-sq_ShrunkCovariance,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.44502277164742804,96,96
2140,prec-sq_ShrunkCovariance,te_kernel_W-0.25_k-1,0.33215213534507676,96,96
2141,prec-sq_ShrunkCovariance,gc_gaussian_k-max-10_tau-max-2,1.0,96,96
2142,prec-sq_ShrunkCovariance,gc_gaussian_k-1_kt-1_l-1_lt-1,0.3162907488353651,96,96
2143,prec-sq_ShrunkCovariance,te_symbolic_k-1_kt-1_l-1_lt-1,0.3162907488353651,96,96
2144,prec-sq_ShrunkCovariance,te_symbolic_k-10_kt-1_l-1_lt-1,1.0,96,96
2145,prec-sq_ShrunkCovariance,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.13541666666666666,96,96
2146,prec-sq_ShrunkCovariance,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.15625,96,96
2147,prec-sq_ShrunkCovariance,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.07291666666666667,96,96
2148,prec-sq_ShrunkCovariance,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.13698123975424348,96,96
2149,prec-sq_ShrunkCovariance,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.13412201730227769,96,96
2150,prec-sq_ShrunkCovariance,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.16069779342319612,96,96
2151,prec-sq_ShrunkCovariance,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.1536836699514741,96,96
2152,prec-sq_ShrunkCovariance,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.1443813712412193,96,96
2153,prec-sq_ShrunkCovariance,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.15413154587000966,96,96
