class,seed,f0,f1,f2,f3,f4,f5
K=-2 sig=0.3 bidir (splay),1,0.6692938141511083,0.996717361837484,0.9886674354173349,1.5015269311083852,0.6551529752668477,0.0
K=-2 sig=0.3 bidir (splay),2,0.8992431443817761,0.9975262483796877,0.9884005927965374,1.4947770957888677,0.6213162913588903,0.0
K=-2 sig=0.3 bidir (splay),3,0.655510141421501,0.9933442235381347,0.9886736416370516,1.5009260937130515,0.6543825037513935,0.0
K=-2 sig=0.3 bidir (splay),4,0.3078070333044424,0.5008843752843095,0.9859293579126378,1.502629143770617,0.47870773215333673,0.0039836089949943625
K=-2 sig=0.3 bidir (splay),5,0.4297701259514159,0.7337026659599784,0.9902558099130332,1.501095815011334,0.5832479039325139,0.0031249999999999997
K=-2 sig=0.3 bidir (splay),6,0.2917966377711914,0.4434979582373663,0.9845638504040002,1.5029235617870622,0.5438728793713883,0.004878904686248749
K=-2 sig=0.3 bidir (splay),7,0.41183237450842486,0.603549499609487,0.990255524062766,1.5030984282952686,0.5243509553712993,0.002620392161132566
K=-2 sig=0.3 bidir (splay),8,0.6527284320296937,0.994436288691076,0.9850898155495867,1.5000349643294166,0.6649697354700045,0.0
K=-2 sig=0.3 bidir (splay),9,0.3502615667597559,0.4824053240843089,0.9832173385816778,1.5064305563513283,0.5514551633939997,0.004436647145156463
K=-2 sig=0.3 bidir (splay),10,0.7716392934192342,0.9989589365673013,0.9912702292204096,1.5004324171328416,0.555129012678307,0.0
K=-2 sig=0.3 bidir (splay),11,0.6727131654072428,0.995958628943601,0.985106119059964,1.5004355968027916,0.6653713343408617,0.0
K=-2 sig=0.3 bidir (splay),12,0.2728951026872597,0.43281994854618433,0.9855693690880638,1.5012984558030993,0.5542072225027972,0.004638414877749186
K=-2 sig=0.3 bidir (splay),13,0.4050559944116223,0.6141699857270203,0.9874082555321493,1.4980268200558107,0.5583780678098469,0.0035801372616842504
